Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Dan Patrick,DEM Leticia Van de Putte,LIB Robert D. Butler,GRN Chandrakantha Courtney,Totals
Lieutenant Governor,0885,484,348,832,2154,38.83%,883,103,31,7,824
Lieutenant Governor,0888,0,0,0,0,0.00%,0,0,0,0,0
Lieutenant Governor,0887,488,502,990,2149,48.07%,728,231,19,9,985
Lieutenant Governor,0888,399,509,908,2775,32.72%,570,289,31,8,898
Lieutenant Governor,0889,850,738,1588,3425,48.38%,1101,432,32,7,1572
Lieutenant Governor,0870,957,471,1428,2983,47.87%,1087,289,34,7,1417
Lieutenant Governor,0871,403,585,988,3037,31.87%,593,333,22,3,951
Lieutenant Governor,0872,980,882,1822,5708,31.93%,1228,527,43,9,1805
Lieutenant Governor,0873,729,516,1245,2995,41.57%,983,217,28,5,1233
Lieutenant Governor,0874,1071,618,1889,4091,41.29%,1221,395,40,11,1887
Lieutenant Governor,0875,0,1,1,0,0.00%,1,0,0,0,1
Lieutenant Governor,0878,0,0,0,0,0.00%,0,0,0,0,0
Lieutenant Governor,0877,127,127,254,1288,20.08%,98,148,8,0,250
Lieutenant Governor,0878,188,108,274,735,37.28%,182,98,13,1,272
Lieutenant Governor,0879,835,520,1155,3381,34.18%,887,242,25,5,1139
Lieutenant Governor,0880,21,14,35,162,21.80%,11,22,0,2,35
Lieutenant Governor,0881,1,0,1,5,20.00%,1,0,0,0,1
Lieutenant Governor,0882,711,854,1385,4218,32.38%,978,337,32,8,1355
Lieutenant Governor,0883,29,20,49,278,17.75%,12,38,0,0,48
Lieutenant Governor,0884,28,22,50,223,22.42%,24,23,2,0,49
Lieutenant Governor,0885,110,29,139,307,45.28%,81,74,3,1,139
Lieutenant Governor,0888,17,12,29,208,13.94%,10,18,2,0,28
Lieutenant Governor,0887,549,537,1088,2809,41.83%,719,315,28,9,1071
Lieutenant Governor,0888,999,817,1818,3504,46.12%,1252,311,32,7,1802
Lieutenant Governor,0889,211,387,598,2348,25.49%,299,271,15,3,588
Lieutenant Governor,0890,928,1104,2030,5102,39.79%,1827,340,40,8,2013
Lieutenant Governor,0891,2,5,7,25,28.00%,3,3,1,0,7
Lieutenant Governor,0892,444,548,992,2847,34.84%,733,219,29,3,984
Lieutenant Governor,0893,187,91,258,888,38.74%,70,179,5,1,255
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Dan Patrick,DEM Leticia Van de Putte,LIB Robert D. Butler,GRN Chandrakantha Courtney,Totals
Lieutenant Governor,0694,260,120,380,845,44.97%,245,117,10,2,374
Lieutenant Governor,0695,232,193,425,1724,24.65%,272,134,9,3,418
Lieutenant Governor,0696,261,207,468,1982,23.61%,291,152,18,1,462
Lieutenant Governor,0697,605,613,1218,4413,27.60%,309,867,14,8,1198
Lieutenant Governor,0698,448,489,937,3189,29.38%,97,806,9,8,920
Lieutenant Governor,0699,568,414,982,2343,41.91%,616,329,15,4,964
Lieutenant Governor,0700,255,251,506,1371,36.91%,429,64,3,4,500
Lieutenant Governor,0701,56,43,99,588,16.84%,64,29,4,0,97
Lieutenant Governor,0702,54,70,134,539,24.86%,20,109,3,0,132
Lieutenant Governor,0703,372,490,862,1882,45.80%,597,223,27,7,854
Lieutenant Governor,0704,569,599,1168,3064,38.12%,920,212,23,4,1159
Lieutenant Governor,0705,114,113,227,1523,14.90%,33,185,2,2,222
Lieutenant Governor,0706,115,71,186,610,30.49%,87,90,1,4,182
Lieutenant Governor,0707,153,86,239,707,33.80%,142,81,9,1,233
Lieutenant Governor,0708,54,52,106,563,18.83%,52,51,2,1,106
Lieutenant Governor,0709,1375,947,2322,6848,33.91%,1384,855,49,16,2304
Lieutenant Governor,0710,371,462,833,2082,40.01%,408,379,27,10,824
Lieutenant Governor,0711,703,506,1209,3484,34.70%,690,455,32,16,1193
Lieutenant Governor,0712,491,463,954,3670,25.99%,404,515,16,8,943
Lieutenant Governor,0713,228,262,490,1907,25.69%,249,222,11,5,487
Lieutenant Governor,0714,35,19,55,296,18.58%,36,17,2,0,55
Lieutenant Governor,0715,176,187,363,1408,25.78%,204,142,10,2,358
Lieutenant Governor,0716,449,407,856,2680,31.94%,580,246,22,4,852
Lieutenant Governor,0717,373,250,623,2002,31.12%,77,529,4,2,612
Lieutenant Governor,0718,1017,806,1823,4229,43.11%,1232,510,38,15,1795
Lieutenant Governor,0719,247,137,384,1589,24.17%,239,131,7,2,379
Lieutenant Governor,0720,995,780,1775,4282,41.45%,1286,401,48,14,1749
Lieutenant Governor,0721,754,532,1286,2870,44.81%,809,415,34,9,1267
Lieutenant Governor,0722,873,494,1367,4479,30.52%,103,1214,16,10,1343
Lieutenant Governor,0723,401,202,603,1858,32.45%,124,457,6,4,591
Lieutenant Governor,0724,151,128,279,766,36.42%,204,62,6,5,277
Lieutenant Governor,0725,423,237,660,2237,29.50%,303,337,12,1,653
Lieutenant Governor,0726,592,402,994,2087,47.63%,847,115,20,0,982
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Dan Patrick,DEM Leticia Van de Putte,LIB Robert D. Butler,GRN Chandrakantha Courtney,Totals
Lieutenant Governor,0727,338,290,628,2488,25.24%,199,392,15,5,611
Lieutenant Governor,0728,209,151,360,880,40.91%,211,134,8,1,354
Lieutenant Governor,0729,136,59,195,464,42.03%,112,75,6,1,194
Lieutenant Governor,0730,428,359,787,1747,45.05%,462,283,15,10,770
Lieutenant Governor,0731,58,27,85,352,24.15%,24,59,2,0,85
Lieutenant Governor,0732,441,324,765,1924,39.76%,459,262,26,5,752
Lieutenant Governor,0733,13,7,20,215,9.30%,7,13,0,0,20
Lieutenant Governor,0734,1558,962,2520,7005,35.97%,1713,728,50,9,2500
Lieutenant Governor,0735,6,0,8,18,33.33%,6,0,0,0,6
Lieutenant Governor,0736,3,1,4,22,18.18%,0,3,0,1,4
Lieutenant Governor,0737,11,7,18,51,35.29%,14,4,0,0,18
Lieutenant Governor,0738,139,100,239,1361,17.56%,46,178,3,2,229
Lieutenant Governor,0739,353,301,654,2955,22.13%,339,283,13,5,640
Lieutenant Governor,0740,96,98,194,939,20.66%,128,59,2,2,191
Lieutenant Governor,0741,0,1,1,0,0.00%,0,1,0,0,1
Lieutenant Governor,0742,0,11,11,0,0.00%,6,5,0,0,11
Lieutenant Governor,0743,15,18,33,210,15.71%,17,12,0,1,30
Lieutenant Governor,0744,456,392,848,2027,41.84%,517,290,25,7,839
Lieutenant Governor,0745,683,372,1055,2494,42.30%,623,394,23,3,1043
Lieutenant Governor,0746,114,77,191,691,27.64%,87,96,4,4,191
Lieutenant Governor,0747,551,467,1018,3743,27.20%,484,484,30,6,1004
Lieutenant Governor,0748,172,140,312,1403,22.24%,158,134,16,2,310
Lieutenant Governor,0749,30,17,47,377,12.47%,10,36,0,0,46
Lieutenant Governor,0750,111,96,207,767,26.99%,127,76,4,0,207
Lieutenant Governor,0751,925,964,1889,5084,37.16%,1202,577,54,16,1849
Lieutenant Governor,0752,286,200,486,1483,32.77%,355,109,13,0,477
Lieutenant Governor,0753,55,73,128,259,49.42%,77,42,5,0,124
Lieutenant Governor,0754,0,0,0,0,0.00%,0,0,0,0,0
Lieutenant Governor,0755,442,584,1026,4294,23.89%,460,532,11,5,1008
Lieutenant Governor,0756,251,177,428,1600,26.75%,171,238,9,1,419
Lieutenant Governor,0757,520,508,1028,4035,25.48%,183,792,18,11,1004
Lieutenant Governor,0758,1114,692,1806,4096,44.09%,1386,339,54,7,1786
Lieutenant Governor,0759,465,413,878,2730,32.16%,556,292,20,4,872
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Dan Patrick,DEM Leticia Van de Putte,LIB Robert D. Butler,GRN Chandrakantha Courtney,Totals
Lieutenant Governor,0760,1432,639,2071,4367,47.42%,1649,355,37,4,2045
Lieutenant Governor,0761,548,253,801,1550,51.68%,518,250,23,2,793
Lieutenant Governor,0762,0,0,0,0,0.00%,0,0,0,0,0
Lieutenant Governor,0763,108,146,254,1212,20.96%,97,139,10,2,248
Lieutenant Governor,0764,1133,774,1907,5217,36.55%,1190,670,29,7,1896
Lieutenant Governor,0765,648,426,1074,4055,26.49%,438,585,26,9,1058
Lieutenant Governor,0766,40,25,65,392,16.58%,16,45,2,0,63
Lieutenant Governor,0767,10,2,12,86,13.95%,6,6,0,0,12
Lieutenant Governor,0768,1359,1015,2374,5857,40.53%,1902,397,47,7,2353
Lieutenant Governor,0769,54,16,70,183,38.25%,3,64,1,0,68
Lieutenant Governor,0770,31,25,56,323,17.34%,29,27,0,0,56
Lieutenant Governor,0771,324,254,578,2426,23.83%,326,219,19,4,568
Lieutenant Governor,0772,1792,851,2643,5709,46.30%,1900,620,71,11,2602
Lieutenant Governor,0773,473,312,785,2918,26.90%,229,498,11,5,743
Lieutenant Governor,0774,30,41,71,378,18.78%,17,52,1,0,70
Lieutenant Governor,0775,18,3,21,92,22.83%,0,20,1,0,21
Lieutenant Governor,0776,551,496,1047,3053,34.29%,620,379,27,8,1034
Lieutenant Governor,0777,46,40,86,652,13.19%,28,55,0,0,83
Lieutenant Governor,0778,0,0,0,0,0.00%,0,0,0,0,0
Lieutenant Governor,0779,64,51,115,940,12.23%,42,69,0,1,112
Lieutenant Governor,0780,63,59,122,595,20.50%,73,46,2,1,122
Lieutenant Governor,0781,666,273,939,3603,26.06%,428,420,19,5,872
Lieutenant Governor,0782,368,370,738,2236,33.01%,452,263,17,5,737
Lieutenant Governor,0783,49,13,62,294,21.09%,46,13,0,2,61
Lieutenant Governor,0784,208,128,336,1079,31.14%,10,312,4,0,326
Lieutenant Governor,0785,28,25,53,296,17.91%,28,23,2,0,53
Lieutenant Governor,0786,100,98,198,1251,15.83%,82,115,0,0,197
Lieutenant Governor,0787,46,52,98,488,20.08%,32,62,1,1,96
Lieutenant Governor,0788,74,32,106,454,23.35%,49,54,3,0,106
Lieutenant Governor,0789,0,3,3,3,100.00%,0,3,0,0,3
Lieutenant Governor,0790,0,0,0,3,0.00%,0,0,0,0,0
Lieutenant Governor,0791,0,0,0,0,0.00%,0,0,0,0,0
Lieutenant Governor,0792,269,239,508,1865,27.24%,131,355,4,4,494
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Dan Patrick,DEM Leticia Van de Putte,LIB Robert D. Butler,GRN Chandrakantha Courtney,Totals
Lieutenant Governor,0793,448,247,695,2484,27.98%,410,250,23,3,686
Lieutenant Governor,0794,124,144,268,2710,9.89%,34,217,4,3,258
Lieutenant Governor,0795,90,125,215,1217,17.67%,84,124,2,2,212
Lieutenant Governor,0796,83,51,134,476,28.15%,76,51,2,1,130
Lieutenant Governor,0797,0,0,0,0,0.00%,0,0,0,0,0
Lieutenant Governor,0798,99,111,210,500,42.00%,76,119,8,6,209
Lieutenant Governor,0799,28,15,43,161,26.71%,8,35,0,0,43
Lieutenant Governor,0800,588,642,1230,2932,41.95%,825,357,26,7,1215
Lieutenant Governor,0801,32,14,46,258,17.83%,14,31,1,0,46
Lieutenant Governor,0802,51,27,78,312,25.00%,16,56,3,3,78
Lieutenant Governor,0803,725,511,1236,2893,42.72%,881,315,19,4,1219
Lieutenant Governor,0804,933,591,1524,4768,31.96%,935,521,36,11,1503
Lieutenant Governor,0805,765,533,1298,2866,45.29%,1001,246,30,7,1284
Lieutenant Governor,0806,0,0,0,0,0.00%,0,0,0,0,0
Lieutenant Governor,0807,211,204,415,2028,20.46%,94,293,14,8,409
Lieutenant Governor,0808,12,17,29,131,22.14%,6,23,0,0,29
Lieutenant Governor,0809,7,6,13,92,14.13%,6,6,0,0,12
Lieutenant Governor,0810,9,16,25,211,11.85%,8,17,0,0,25
Lieutenant Governor,0811,29,50,79,270,29.26%,25,51,1,0,77
Lieutenant Governor,0812,0,0,0,0,0.00%,0,0,0,0,0
Lieutenant Governor,0813,938,761,1699,5807,29.26%,816,813,41,10,1680
Lieutenant Governor,0814,673,533,1206,5102,23.64%,296,855,21,8,1180
Lieutenant Governor,0815,0,0,0,0,0.00%,0,0,0,0,0
Lieutenant Governor,0816,10,0,10,73,13.70%,3,7,0,0,10
Lieutenant Governor,0817,0,0,0,0,0.00%,0,0,0,0,0
Lieutenant Governor,0818,86,39,125,616,20.29%,30,92,1,2,125
Lieutenant Governor,0819,64,30,94,240,39.17%,48,41,2,1,92
Lieutenant Governor,0820,0,0,0,0,0.00%,0,0,0,0,0
Lieutenant Governor,0821,124,120,244,1242,19.65%,34,200,2,1,237
Lieutenant Governor,0822,332,167,499,1535,32.51%,18,471,3,1,493
Lieutenant Governor,0823,821,564,1385,5087,27.23%,782,553,23,10,1368
Lieutenant Governor,0824,428,282,710,2700,26.30%,163,516,9,4,692
Lieutenant Governor,0825,0,0,0,0,0.00%,0,0,0,0,0
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Dan Patrick,DEM Leticia Van de Putte,LIB Robert D. Butler,GRN Chandrakantha Courtney,Totals
Lieutenant Governor,0826,73,50,123,358,34.36%,55,63,2,1,121
Lieutenant Governor,0827,60,98,158,979,16.14%,63,83,3,4,153
Lieutenant Governor,0828,541,388,929,1916,48.49%,710,181,28,2,921
Lieutenant Governor,0829,54,22,76,264,28.79%,19,56,1,0,76
Lieutenant Governor,0830,0,0,0,2,0.00%,0,0,0,0,0
Lieutenant Governor,0831,0,0,0,0,0.00%,0,0,0,0,0
Lieutenant Governor,0832,34,28,62,352,17.61%,18,40,1,2,61
Lieutenant Governor,0833,0,1,1,20,5.00%,0,1,0,0,1
Lieutenant Governor,0834,0,0,0,0,0.00%,0,0,0,0,0
Lieutenant Governor,0835,38,19,57,290,19.66%,12,40,0,1,53
Lieutenant Governor,0836,3,0,3,19,15.79%,1,2,0,0,3
Lieutenant Governor,0837,0,0,0,0,0.00%,0,0,0,0,0
Lieutenant Governor,0838,0,0,0,0,0.00%,0,0,0,0,0
Lieutenant Governor,0839,136,118,254,1128,22.52%,43,192,15,0,250
Lieutenant Governor,0840,381,174,555,1705,32.55%,192,340,9,7,548
Lieutenant Governor,0841,0,0,0,0,0.00%,0,0,0,0,0
Lieutenant Governor,0842,421,434,855,3259,26.24%,396,420,19,7,842
Lieutenant Governor,0843,0,1,1,0,0.00%,0,1,0,0,1
Lieutenant Governor,0844,1,0,1,11,9.09%,0,1,0,0,1
Lieutenant Governor,0845,54,9,63,134,47.01%,38,21,1,2,62
Lieutenant Governor,0846,23,24,47,229,20.52%,2,44,1,0,47
Lieutenant Governor,0847,306,211,517,2015,25.66%,140,354,8,6,508
Lieutenant Governor,0848,489,266,755,1856,40.68%,218,514,9,5,746
Lieutenant Governor,0849,201,291,492,2124,23.16%,186,280,12,4,482
Lieutenant Governor,0850,45,41,87,210,41.43%,29,56,0,1,86
Lieutenant Governor,0851,1029,657,1686,4709,35.80%,1123,498,39,7,1667
Lieutenant Governor,0852,0,0,0,1,0.00%,0,0,0,0,0
Lieutenant Governor,0853,575,620,1296,2882,44.97%,955,292,25,5,1277
Lieutenant Governor,0854,15,26,41,172,23.84%,6,33,1,1,41
Lieutenant Governor,0855,5,9,14,16,87.50%,4,8,0,1,13
Lieutenant Governor,0856,0,1,1,0,0.00%,0,1,0,0,1
Lieutenant Governor,0857,0,0,0,1,0.00%,0,0,0,0,0
Lieutenant Governor,0858,63,34,97,343,28.28%,4,91,0,0,95
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Dan Patrick,DEM Leticia Van de Putte,LIB Robert D. Butler,GRN Chandrakantha Courtney,Totals
Lieutenant Governor,0859,157,106,263,890,29.55%,68,184,6,2,260
Lieutenant Governor,0860,0,0,0,0,0.00%,0,0,0,0,0
Lieutenant Governor,0861,315,199,514,1842,27.90%,91,412,5,2,510
Lieutenant Governor,0862,0,0,0,0,0.00%,0,0,0,0,0
Lieutenant Governor,0863,101,54,155,584,26.54%,12,142,0,0,154
Lieutenant Governor,0864,193,299,492,2569,19.15%,139,329,6,4,478
Lieutenant Governor,0865,2,3,5,21,23.81%,0,5,0,0,5
Lieutenant Governor,0866,0,0,0,0,0.00%,0,0,0,0,0
Lieutenant Governor,0867,0,0,0,0,0.00%,0,0,0,0,0
Lieutenant Governor,0868,236,271,507,2326,21.80%,159,326,6,3,494
Lieutenant Governor,0869,53,39,92,470,19.57%,20,68,2,0,90
Lieutenant Governor,0870,0,0,0,0,0.00%,0,0,0,0,0
Lieutenant Governor,0871,1,0,1,3,33.33%,0,1,0,0,1
Lieutenant Governor,0872,5,3,8,59,13.56%,4,4,0,0,8
Lieutenant Governor,0873,98,75,173,737,23.47%,46,123,2,0,171
Lieutenant Governor,0874,764,707,1471,3223,45.64%,1074,349,23,9,1455
Lieutenant Governor,0875,905,527,1432,5147,27.82%,691,676,32,7,1406
Lieutenant Governor,0876,698,641,1339,3265,41.01,%,996,302,23,4,1325
Lieutenant Governor,0877,476,382,858,3032,28.30%,341,474,20,12,847
Lieutenant Governor,0878,428,354,782,1666,46.94%,628,123,19,9,779
Lieutenant Governor,0879,407,294,701,2667,26.28%,346,317,19,7,689
Lieutenant Governor,0880,543,447,990,2352,42.09%,770,187,16,7,980
Lieutenant Governor,0881,596,540,1136,4479,25.36%,392,700,20,8,1120
Lieutenant Governor,0882,426,291,717,2422,29.60%,417,267,16,4,704
Lieutenant Governor,0883,643,702,1345,5408,24.87%,239,1053,18,14,1324
Lieutenant Governor,0884,57,25,82,377,21.75%,8,71,0,1,80
Lieutenant Governor,0885,562,368,930,2619,35.51%,532,361,24,2,919
Lieutenant Governor,0886,128,108,236,675,34.96%,112,108,9,3,232
Lieutenant Governor,0887,51,67,118,418,28.23%,53,58,5,0,116
Lieutenant Governor,0888,0,3,3,0,0.00%,2,1,0,0,3
Lieutenant Governor,0889,14,0,14,57,24.56%,5,9,0,0,14
Lieutenant Governor,0890,164,103,267,1095,24.38%,76,177,8,0,261
Lieutenant Governor,0891,319,243,562,1331,42.22%,189,354,10,3,556
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Dan Patrick,DEM Leticia Van de Putte,LIB Robert D. Butler,GRN Chandrakantha Courtney,Totals
Lieutenant Governor,0892,115,86,201,808,24.88%,66,122,10,3,201
Lieutenant Governor,0893,0,2,2,6,33.33%,0,2,0,0,2
Lieutenant Governor,0894,0,3,3,0,0.00%,2,1,0,0,3
Lieutenant Governor,0895,156,286,442,793,55.74%,118,299,11,5,433
Lieutenant Governor,0896,370,297,667,1459,45.72%,190,436,25,6,657
Lieutenant Governor,0897,253,297,550,1701,32.33%,314,221,12,1,548
Lieutenant Governor,0898,0,0,0,3,0.00%,0,0,0,0,0
Lieutenant Governor,0899,2,0,2,8,25.00%,0,2,0,0,2
Lieutenant Governor,0900,0,2,2,10,20.00%,1,1,0,0,2
Lieutenant Governor,0901,0,0,0,0,0.00%,0,0,0,0,0
Lieutenant Governor,0902,396,486,882,2139,41.23%,450,382,29,6,867
Lieutenant Governor,0903,3,7,10,50,20.00%,2,7,0,0,9
Lieutenant Governor,0904,1,0,1,7,14.29%,1,0,0,0,1
Lieutenant Governor,0905,123,100,223,904,24.67%,105,115,1,0,221
Lieutenant Governor,0906,8,6,14,25,56.00%,6,7,1,0,14
Lieutenant Governor,0907,12,19,31,181,17.13%,5,26,0,0,31
Lieutenant Governor,0908,0,1,1,0,0.00%,1,0,0,0,1
Lieutenant Governor,0909,2,1,3,18,16.67%,1,2,0,0,3
Lieutenant Governor,0910,25,24,49,217,22.58%,20,25,1,0,46
Lieutenant Governor,0911,118,60,178,551,32.30%,118,55,4,0,177
Lieutenant Governor,0912,316,201,517,1273,40.61%,342,156,10,2,510
Lieutenant Governor,0913,0,0,0,0,0.00%,0,0,0,0,0
Lieutenant Governor,0914,169,179,348,701,49.64%,262,67,15,0,344
Lieutenant Governor,0915,0,0,0,0,0.00%,0,0,0,0,0
Lieutenant Governor,0916,417,240,657,1491,44.06%,519,115,14,3,651
Lieutenant Governor,0917,177,62,239,483,49.48%,151,76,9,1,237
Lieutenant Governor,0918,304,168,472,883,53.45%,327,130,10,2,469
Lieutenant Governor,0919,0,0,0,3,0.00%,0,0,0,0,0
Lieutenant Governor,0920,22,12,34,71,47.89%,22,10,1,0,33
Lieutenant Governor,0921,32,15,47,119,39.50%,33,12,2,0,47
Lieutenant Governor,0922,0,0,0,0,0.00%,0,0,0,0,0
Lieutenant Governor,0923,470,137,607,1511,40.17%,450,132,15,4,601
Lieutenant Governor,0924,0,0,0,0,0.00%,0,0,0,0,0
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Dan Patrick,DEM Leticia Van de Putte,LIB Robert D. Butler,GRN Chandrakantha Courtney,Totals
Lieutenant Governor,0925,0,0,0,0,0.00%,0,0,0,0,0
Lieutenant Governor,0926,171,128,299,796,37.56%,226,67,3,1,297
Lieutenant Governor,0927,44,30,74,270,27.41%,31,41,2,0,74
Lieutenant Governor,0928,3,0,3,8,37.50%,0,3,0,0,3
Lieutenant Governor,0929,0,0,0,0,0.00%,0,0,0,0,0
Lieutenant Governor,0930,109,54,163,584,27.91%,7,154,1,0,162
Lieutenant Governor,0931,30,40,70,130,53.85%,26,38,4,2,70
Lieutenant Governor,0932,0,0,0,0,0.00%,0,0,0,0,0
Lieutenant Governor,0933,115,85,200,627,31.90%,49,141,8,2,200
Lieutenant Governor,0934,2,0,2,63,3.17%,1,1,0,0,2
Lieutenant Governor,0935,3,2,5,54,9.26%,3,1,1,0,5
Lieutenant Governor,0936,8,2,10,81,12.35%,5,5,0,0,10
Lieutenant Governor,0937,0,0,0,0,0.00%,0,0,0,0,0
Lieutenant Governor,0938,30,14,44,231,19.05%,14,29,1,0,44
Lieutenant Governor,0939,0,0,0,2,0.00%,0,0,0,0,0
Lieutenant Governor,0940,0,0,0,10,0.00%,0,0,0,0,0
Lieutenant Governor,0941,9,10,19,25,76.00%,16,3,0,0,19
Lieutenant Governor,0942,53,27,80,156,51.28%,60,16,3,0,79
Lieutenant Governor,0943,166,80,246,547,44.97%,144,91,4,0,239
Lieutenant Governor,0944,20,4,24,45,53.33%,18,6,0,0,24
Lieutenant Governor,0945,1,2,3,17,17.65%,0,2,0,0,2
Lieutenant Governor,0946,0,1,1,13,7.69%,0,1,0,0,1
Lieutenant Governor,0947,177,246,423,799,52.94%,195,202,15,3,415
Lieutenant Governor,0948,0,14,14,1,1400.00%,9,3,0,0,12
Lieutenant Governor,0949,34,27,61,193,31.61%,30,31,0,0,61
Lieutenant Governor,0950,0,0,0,1,0.00%,0,0,0,0,0
Lieutenant Governor,0951,33,30,63,277,22.74%,18,45,0,0,63
Lieutenant Governor,0952,18,15,33,71,46.48%,14,17,0,2,33
Lieutenant Governor,0953,18,9,27,275,9.82%,5,21,1,0,27
Lieutenant Governor,0954,0,0,0,1,0.00%,0,0,0,0,0
Lieutenant Governor,0955,3,2,5,19,26.32%,4,1,0,0,5
Lieutenant Governor,0956,2,4,6,11,54.55%,2,4,0,0,6
Lieutenant Governor,0957,97,95,192,562,34.16%,21,167,3,0,191
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Dan Patrick,DEM Leticia Van de Putte,LIB Robert D. Butler,GRN Chandrakantha Courtney,Totals
Lieutenant Governor,0958,51,129,210,1081,19.43%,51,151,2,1,205
Lieutenant Governor,0959,0,0,0,0,0.00%,0,0,0,0,0
Lieutenant Governor,0950,195,157,353,976,36.17%,72,273,6,1,352
Lieutenant Governor,0961,15,0,15,56,28.57%,0,16,0,0,16
Lieutenant Governor,0962,10,17,27,88,30.68%,4,22,0,1,27
Lieutenant Governor,0963,54,41,105,426,24.65%,59,42,2,1,104
Lieutenant Governor,0964,568,437,1005,2372,42.37%,594,379,15,6,994
Lieutenant Governor,0965,31,21,52,343,15.16%,26,23,0,2,51
Lieutenant Governor,0966,129,83,212,1148,18.47%,73,133,3,0,209
Lieutenant Governor,0967,15,48,63,165,38.18%,19,44,0,0,63
Lieutenant Governor,0968,119,30,149,692,21.53%,29,117,1,1,148
Lieutenant Governor,0969,156,73,229,604,37.91%,1,222,2,1,226
Lieutenant Governor,0970,53,36,119,731,16.28%,18,97,1,1,117
Lieutenant Governor,0971,11,8,19,147,12.93%,1,15,0,1,17
Lieutenant Governor,0972,5,8,14,31,45.16%,11,1,2,0,14
Lieutenant Governor,0973,24,19,43,111,38.74%,21,21,1,0,43
Lieutenant Governor,0974,57,36,93,299,31.10%,58,35,0,0,93
Lieutenant Governor,0975,55,30,85,193,44.04%,37,47,1,0,85
Lieutenant Governor,0976,68,62,130,683,19.03%,85,40,4,0,129
Lieutenant Governor,0977,50,43,93,572,16.26%,40,50,1,1,92
Lieutenant Governor,0978,77,79,155,546,28.57%,30,121,1,3,155
Lieutenant Governor,0979,2,6,8,27,29.63%,4,4,0,0,8
Lieutenant Governor,0980,280,321,601,1389,43.27%,434,146,11,2,593
Lieutenant Governor,0981,0,0,0,0,0.00%,0,0,0,0,0
Lieutenant Governor,0982,312,312,624,1567,39.82%,499,101,17,2,619
Lieutenant Governor,0983,12,21,33,161,20.50%,20,12,1,0,33
Lieutenant Governor,0984,18,9,27,192,14.06%,5,21,0,0,26
Lieutenant Governor,0985,117,63,180,351,51.28%,86,86,7,1,180
Lieutenant Governor,0986,43,30,73,463,15.77%,11,61,0,0,72
Lieutenant Governor,0987,231,90,321,1155,27.79%,29,283,5,1,318
Lieutenant Governor,0988,24,12,36,123,29.27%,31,3,2,0,36
Lieutenant Governor,0989,5,6,12,43,27.91%,8,3,1,0,12
Lieutenant Governor,0990,15,1,17,140,12.14%,7,9,0,0,16
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Dan Patrick,DEM Leticia Van de Putte,LIB Robert D. Butler,GRN Chandrakantha Courtney,Totals
Lieutenant Governor,0991,0,0,0,1,0.00%,0,0,0,0,0
Lieutenant Governor,0992,157,107,264,1048,25.19%,152,99,8,2,261
Lieutenant Governor,0993,169,101,270,568,47.54%,212,42,8,4,266
Lieutenant Governor,0994,e,5,11,25,44.00%,2,9,0,0,11
Lieutenant Governor,0995,296,156,452,1393,32.45%,30,409,6,1,446
Lieutenant Governor,0996,136,140,276,694,39.77%,151,109,9,3,272
Lieutenant Governor,0997,101,163,264,1656,15.94%,57,198,5,1,261
Lieutenant Governor,0998,5,1,6,57,10.53%,3,3,0,0,6
Lieutenant Governor,0999,17,10,27,68,39.71%,23,4,0,0,27
Lieutenant Governor,1000,42,6,48,405,11.85%,12,35,0,0,47
Lieutenant Governor,1001,228,136,364,1565,23.26%,91,248,7,5,351
Lieutenant Governor,1002,170,139,309,1744,17.72%,54,237,5,5,301
Lieutenant Governor,1003,1,0,1,0,0.00%,0,1,0,0,1
Lieutenant Governor,1004,111,139,250,654,38.23%,117,115,13,3,248
Lieutenant Governor,1005,0,8,8,0,0.00%,3,4,1,0,8
Lieutenant Governor,1006,1,0,1,5,20.00%,1,0,0,0,1
Lieutenant Governor,1007,208,188,396,1547,25.60%,89,293,5,3,390
Lieutenant Governor,1008,32,12,44,151,29.14%,34,10,0,0,44
Lieutenant Governor,1009,0,0,0,9,0.00%,0,0,0,0,0
Lieutenant Governor,1010,59,35,94,459,20.48%,19,72,1,1,93
Lieutenant Governor,1011,8,1,9,26,34.62%,3,5,0,1,9
Lieutenant Governor,1012,134,201,335,1365,24.54%,106,219,3,1,329
