Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Mitt Romney l Paul Ryan,DEM Barack Obama I Joe Biden,LIB Gary Johnson I Jim Gray,GRN Jill Stein l Cheri Honkala,Stewart Alexanderl Alex Mendoza,Rocky Anderson I Luis J. Rodriguez,Avery Ayers l Alejandrina Cabrera,Andre N. Barnettl Kenneth R. Cross
President and Vice President,0646,710,456,1166,2163,53.91%,344,788,8,1,0,0,0,0
President and Vice President,0647,1772,1020,2792,5593,49.92%,727,1957,21,8,0,0,0,0
President and Vice President,0648,1593,668,2261,3197,70.72%,1602,620,11,4,0,0,0,0
President and Vice President,0649,1391,854,2245,4426,50.72%,621,1570,11,6,0,0,0,0
President and Vice President,0650,1333,939,2272,3151,72.10%,1651,572,23,1,0,0,0,0
President and Vice President,0651,2088,1070,3158,4931,64.04%,1971,1110,30,8,0,0,0,0
President and Vice President,0652,1054,653,1707,2633,64.83%,280,1394,6,4,0,0,0,0
President and Vice President,0653,0,8,8,0,0.00%,2,6,0,0,0,0,0,0
President and Vice President,0654,2108,1344,3452,5765,59.88%,1824,1564,17,14,0,0,0,0
President and Vice President,0655,2615,1451,4066,6304,64.50%,2554,1418,49,8,0,0,0,0
President and Vice President,0656,1199,421,1620,2622,61.78%,55,1540,2,2,1,0,0,0
President and Vice President,0657,491,268,759,1200,63.25%,293,437,12,2,0,0,0,0
President and Vice President,0658,989,708,1697,2824,60.09%,1042,606,16,10,0,0,0,0
President and Vice President,0659,2146,1091,3237,4588,70.55%,2305,869,26,9,0,0,0,0
President and Vice President,0660,2462,932,3394,5048,67.23%,322,3031,8,3,0,0,0,0
President and Vice President,0661,1517,1012,2629,4179,62.91%,1390,1153,31,11,0,0,0,0
President and Vice President,0662,2479,999,3478,4807,72.35%,2813,601,28,6,0,0,0,0
President and Vice President,0663,1310,913,2223,3232,68.78%,1236,914,32,11,0,0,0,0
President and Vice President,0664,681,607,1288,2801,45.98%,304,929,9,3,0,0,0,0
President and Vice President,0665,954,394,1348,2007,67.16%,1131,193,14,1,0,0,0,0
President and Vice President,0666,0,1,1,0,0.00%,0,1,0,0,0,0,0,0
President and Vice President,0667,994,547,1541,2181,70.66%,1189,321,19,2,0,0,0,0
President and Vice President,0668,929,655,1584,2458,64.44%,966,577,20,9,0,0,0,0
President and Vice President,0669,1613,823,2436,3243,75.12%,1716,680,20,6,0,0,0,0
President and Vice President,0670,1574,518,2092,2952,70.87%,1652,397,21,7,0,0,0,0
President and Vice President,0671,1094,773,1867,2942,63.46%,1082,736,25,4,0,0,0,0
President and Vice President,0672,2307,1078,3385,4710,71.87%,2224,1082,33,9,0,0,0,0
President and Vice President,0673,1377,543,2020,2988,67.60%,1615,364,21,6,0,0,0,0
President and Vice President,0674,2094,813,2907,4055,71.69%,2169,676,26,9,0,1,0,0
President and Vice President,0675,0,0,0,0,0.00%,0,0,0,0,0,0,0,0
President and Vice President,0676,0,0,0,0,0.00%,0,0,0,0,0,0,0,0
President and Vice President,0677,220,239,459,954,48.11%,134,304,6,0,0,0,0,0
President and Vice President,0678,298,164,462,756,61.11%,307,145,5,1,0,0,0,0
President and Vice President,0679,1469,661,2130,3331,63.94%,1613,482,12,5,0,0,0,0
President and Vice President,0680,57,22,79,181,43.65%,34,40,5,0,0,0,0,0
President and Vice President,0681,1,0,1,5,20.00%,0,1,0,0,0,0,0,0
President and Vice President,0682,1675,912,2587,4134,62.58%,1907,631,22,7,0,0,0,0
President and Vice President,0683,48,50,98,261,37.55%,30,65,1,0,0,0,0,0
President and Vice President,0684,73,24,97,187,51.87%,56,38,1,1,0,0,0,0
President and Vice President,0685,167,29,196,326,60.12%,92,102,2,0,0,0,0,0
President and Vice President,0686,46,34,80,196,40.82%,20,60,0,0,0,0,0,0
President and Vice President,0687,1091,641,1732,2497,69.36%,1195,487,16,4,0,0,0,0
President and Vice President,0688,1819,673,2492,3266,76.30%,2002,440,18,12,0,0,0,0
President and Vice President,0689,509,651,1160,2276,50.97%,531,571,15,5,0,0,0,0
President and Vice President,0690,1971,1115,3087,4184,73.78%,2430,613,26,4,0,0,0,0
President and Vice President,0691,10,2,12,34,35.29%,5,6,0,0,0,0,0,0
President and Vice President,0692,1005,717,1722,2626,65.58%,1278,409,19,5,0,0,0,0
President and Vice President,0693,303,116,419,651,64.36%,109,305,2,0,0,0,0,0
President and Vice President,0694,422,137,559,817,68.42%,373,175,5,3,0,0,0,0
President and Vice President,0695,455,320,775,1646,47.08%,488,269,6,4,0,0,0,0
President and Vice President,0696,602,373,975,2098,46.47%,615,330,12,5,0,0,0,0
President and Vice President,0697,1517,941,2458,4307,57.07%,548,1838,12,3,0,0,0,0
President and Vice President,0698,1137,659,1796,2948,60.92%,178,1587,9,0,0,0,0,0
President and Vice President,0699,1033,566,1599,2288,69.89%,1045,499,34,5,0,0,0,0
President and Vice President,0700,531,287,818,1313,62.30%,669,138,1,3,0,0,0,0
President and Vice President,0701,142,115,257,554,46.39%,131,115,2,2,0,0,0,0
President and Vice President,0702,150,123,273,549,49.73%,35,231,1,0,0,0,0,0
President and Vice President,0703,748,616,1364,1845,73.93%,1005,321,15,10,0,0,0,0
President and Vice President,0704,1337,701,2038,2882,70.71%,1686,320,16,3,0,0,0,0
President and Vice President,0705,358,238,596,1520,39.21%,68,516,2,0,0,0,0,0
President and Vice President,0706,223,135,358,529,67.67%,172,179,6,0,0,0,0,0
President and Vice President,0707,285,135,421,707,59.55%,253,155,4,3,0,0,0,0
President and Vice President,0708,109,95,204,568,35.92%,95,98,5,0,0,0,0,0
President and Vice President,0709,3001,1297,4298,6239,68.89%,2535,1683,22,10,0,0,0,0
President and Vice President,0710,883,602,1485,2023,73.41%,880,567,27,3,0,0,0,0
President and Vice President,0711,1497,701,2198,3351,65.59%,1324,824,22,5,0,0,0,0
President and Vice President,0712,1206,858,2064,3348,61.65%,838,1177,13,8,0,0,0,0
President and Vice President,0713,667,436,1103,1827,60.37%,583,492,15,2,0,0,0,0
President and Vice President,0714,77,3,80,304,26.32%,56,22,0,0,0,0,0,0
President and Vice President,0715,405,326,731,1380,52.97%,373,341,7,2,0,0,0,0
President and Vice President,0716,978,622,1600,2670,59.93%,1142,415,17,4,0,0,0,0
President and Vice President,0717,826,362,1188,1927,61.65%,161,1000,2,3,0,0,0,0
President and Vice President,0718,1850,1019,2869,4050,70.84%,1964,835,29,18,0,0,0,0
President and Vice President,0719,508,260,768,1617,47.50%,447,303,6,1,0,0,0,0
President and Vice President,0720,1578,1044,2622,3903,67.18%,1890,674,30,4,0,0,0,0
President and Vice President,0721,1340,637,1977,2842,69.56%,1336,573,40,10,0,0,0,0
President and Vice President,0722,1895,642,2537,4357,58.23%,155,2333,5,7,0,0,0,0
President and Vice President,0723,749,329,1078,1760,61.25%,234,823,2,2,0,0,0,0
President and Vice President,0724,327,170,497,716,69.41%,343,149,1,1,0,0,0,0
President and Vice President,0725,955,329,1284,2124,60.45%,568,695,7,3,0,0,0,0
President and Vice President,0726,1142,304,1446,1987,72.77%,1258,142,18,3,0,0,0,0
President and Vice President,0727,936,466,1402,2488,56.35%,334,1030,13,8,0,0,0,0
President and Vice President,0728,345,208,553,881,62.77%,304,232,8,5,0,0,0,0
President and Vice President,0729,208,93,301,446,67.49%,179,116,2,0,0,0,0,0
President and Vice President,0730,813,437,1250,1630,76.69%,842,367,21,3,0,0,0,0
President and Vice President,0731,123,36,159,373,42.63%,31,126,0,0,0,0,0,0
President and Vice President,0732,701,543,1244,1895,65.65%,741,460,23,4,0,0,0,0
President and Vice President,0733,25,62,87,172,50.58%,33,53,0,0,0,0,0,0
President and Vice President,0734,3213,1114,4327,5952,72.70%,2927,1331,33,8,0,0,0,0
President and Vice President,0735,9,0,9,23,39.13%,9,0,0,0,0,0,0,0
President and Vice President,0736,6,1,7,21,33.33%,0,7,0,0,0,0,0,0
President and Vice President,0737,25,5,30,53,56.60%,22,5,0,0,0,0,0,0
President and Vice President,0738,470,219,689,1294,53.25%,85,598,0,1,0,0,0,0
President and Vice President,0739,1008,490,1498,2872,52.16%,669,785,13,5,0,0,0,0
President and Vice President,0740,233,205,438,935,46.84%,237,192,3,2,0,0,0,0
President and Vice President,0741,0,0,0,0,0.00%,0,0,0,0,0,0,0,0
President and Vice President,0742,0,0,0,0,0.00%,0,0,0,0,0,0,0,0
President and Vice President,0743,27,4,31,199,15.58%,14,16,0,1,0,0,0,0
President and Vice President,0744,849,509,1358,2024,67.09%,874,440,27,6,0,0,0,0
President and Vice President,0745,1069,542,1611,2396,67.24%,1032,541,21,4,0,0,0,0
President and Vice President,0746,231,151,382,707,54.03%,189,171,9,3,0,0,0,0
President and Vice President,0747,1201,873,2074,3490,59.43%,974,1042,20,9,0,0,0,0
President and Vice President,0748,424,307,731,1319,55.42%,335,371,15,2,0,0,0,0
President and Vice President,0749,99,57,156,359,43.45%,27,123,1,2,0,0,0,0
President and Vice President,0750,265,147,412,720,57.22%,240,164,4,1,0,0,0,0
President and Vice President,0751,1669,1254,2923,4451,65.67%,1919,915,51,10,0,0,0,0
President and Vice President,0752,572,277,849,1511,56.19%,617,203,7,1,0,0,0,0
President and Vice President,0753,107,61,168,260,64.62%,106,56,3,1,0,0,0,0
President and Vice President,0754,0,0,0,0,0.00%,0,0,0,0,0,0,0,0
President and Vice President,0755,1052,896,1948,3569,54.58%,747,1136,13,11,0,0,0,0
President and Vice President,0756,582,300,882,1539,57.31%,306,546,10,3,0,0,0,0
President and Vice President,0757,1417,690,2107,3498,60.23%,330,1742,3,4,0,0,0,0
President and Vice President,0758,1999,783,2782,3781,73.58%,2241,487,27,7,0,1,0,0
President and Vice President,0759,1113,590,1703,2625,64.88%,1012,641,23,4,0,0,0,0
President and Vice President,0760,2349,647,2996,4154,72.12%,2525,423,23,7,0,0,0,0
President and Vice President,0761,919,219,1138,1464,77.73%,839,280,7,2,0,0,0,0
President and Vice President,0762,0,0,0,0,0.00%,0,0,0,0,0,0,0,0
President and Vice President,0763,255,308,564,1184,47.64%,194,350,3,2,0,0,0,0
President and Vice President,0764,2274,1050,3324,4931,67.41%,2106,1154,29,6,0,0,0,0
President and Vice President,0765,1397,815,2212,3967,55.76%,776,1385,16,12,0,0,0,0
President and Vice President,0766,72,92,164,383,42.82%,44,114,2,1,0,0,0,0
President and Vice President,0767,20,15,35,90,38.89%,24,10,0,0,0,0,0,0
President and Vice President,0768,2856,1159,4015,5364,74.85%,3183,769,27,9,0,1,0,0
President and Vice President,0769,117,5,122,161,75.78%,6,116,0,0,0,0,0,0
President and Vice President,0770,58,48,106,262,40.46%,46,58,1,0,0,0,0,0
President and Vice President,0771,704,537,1241,2378,52.19%,621,580,18,5,0,0,0,0
President and Vice President,0772,2940,1002,3942,5617,70.18%,2973,874,50,10,0,0,0,0
President and Vice President,0773,892,550,1442,2648,54.46%,358,1040,7,4,0,0,0,0
President and Vice President,0774,117,74,191,301,63.46%,43,145,1,0,0,0,0,0
President and Vice President,0775,33,1,34,83,40.96%,1,32,1,0,0,0,0,0
President and Vice President,0776,1115,741,1856,2855,65.01%,1099,708,13,11,0,0,0,0
President and Vice President,0777,84,123,207,642,32.24%,59,143,0,0,0,0,0,0
President and Vice President,0778,0,0,0,0,0.00%,0,0,0,0,0,0,0,0
President and Vice President,0779,295,221,516,1146,45.03%,175,323,1,3,0,0,0,0
President and Vice President,0780,136,114,250,579,43.18%,112,132,1,0,0,0,0,0
President and Vice President,0781,1155,655,1810,3716,48.71%,697,1037,18,4,0,0,0,0
President and Vice President,0782,852,532,1384,2188,63.25%,849,492,20,9,0,0,0,0
President and Vice President,0783,103,43,146,265,55.09%,80,63,1,0,0,0,0,0
President and Vice President,0784,430,156,586,1071,54.72%,8,565,2,0,0,0,0,0
President and Vice President,0785,66,55,121,310,39.03%,58,59,1,0,0,0,0,0
President and Vice President,0786,193,277,470,1297,36.24%,153,303,1,0,0,0,0,0
President and Vice President,0787,154,76,230,487,47.23%,75,148,3,0,0,0,0,0
President and Vice President,0788,156,58,214,481,44.49%,71,134,3,1,0,0,0,0
President and Vice President,0789,3,1,4,4,100.00%,0,3,0,1,0,0,0,0
President and Vice President,0790,1,0,1,4,25.00%,0,1,0,0,0,0,0,0
President and Vice President,0791,0,0,0,0,0.00%,0,0,0,0,0,0,0,0
President and Vice President,0792,549,409,958,1834,52.24%,232,696,5,1,0,0,0,0
President and Vice President,0793,890,338,1228,2437,50.39%,710,489,11,5,0,0,0,0
President and Vice President,0794,575,484,1059,2602,40.70%,70,964,5,4,0,0,0,0
President and Vice President,0795,265,255,520,1207,43.08%,177,324,6,3,0,0,0,0
President and Vice President,0796,145,92,237,485,48.87%,121,103,7,1,0,0,0,0
President and Vice President,0797,0,0,0,0,0.00%,0,0,0,0,0,0,0,0
President and Vice President,0798,176,263,439,496,88.51%,142,292,0,3,0,0,0,0
President and Vice President,0799,65,12,77,146,52.74%,16,58,1,0,0,0,0,0
President and Vice President,0800,1188,795,1983,2817,70.39%,1327,604,24,10,0,0,0,0
President and Vice President,0801,68,55,123,253,48.62%,40,81,1,1,0,0,0,0
President and Vice President,0802,100,58,158,299,52.84%,39,106,3,10,0,0,0,0
President and Vice President,0803,1305,530,1935,2718,71.19%,1429,474,14,6,0,0,0,0
President and Vice President,0804,1811,960,2771,4348,63.73%,1664,1037,28,6,1,0,0,0
President and Vice President,0805,1511,529,2040,2812,72.55%,1653,340,25,4,0,0,0,0
President and Vice President,0806,0,0,0,0,0.00%,0,0,0,0,0,0,0,0
President and Vice President,0807,654,402,1056,2001,52.77%,160,875,5,4,0,0,0,0
President and Vice President,0808,42,26,68,84,80.95%,31,32,4,0,0,0,0,0
President and Vice President,0809,216,27,86,31.40%,10,17,0,0,0,0,0,0
President and Vice President,0810,30,48,78,215,36.28%,20,57,0,0,0,0,0,0
President and Vice President,0811,39,106,145,271,53.51%,30,111,1,0,0,0,0,0
President and Vice President,0812,0,0,0,0,0.00%,0,0,0,0,0,0,0,0
President and Vice President,0813,1970,1258,3228,5423,59.52%,1520,1636,30,8,0,0,0,0
President and Vice President,0814,1776,955,2731,4503,60.65%,605,2047,24,7,0,1,0,0
President and Vice President,0815,0,0,0,0,0.00%,0,0,0,0,0,0,0,0
President and Vice President,0816,20,13,33,76,43.42%,6,26,0,0,0,0,0,0
President and Vice President,0817,0,0,0,0,0.00%,0,0,0,0,0,0,0,0
President and Vice President,0818,134,101,235,527,44.59%,49,181,0,2,0,0,0,0
President and Vice President,0819,104,45,149,238,62.61%,107,42,0,0,0,0,0,0
President and Vice President,0820,0,0,0,0,0.00%,0,0,0,0,0,0,0,0
President and Vice President,0821,354,203,557,1206,46.19%,50,491,5,2,0,0,0,0
President and Vice President,0822,584,282,866,1544,56.09%,25,829,1,2,0,0,0,0
President and Vice President,0823,1855,1015,2870,4710,60.93%,1483,1304,31,9,0,0,0,0
President and Vice President,0824,986,471,1457,2729,53.39%,326,1096,9,7,0,0,0,0
President and Vice President,0825,0,0,0,0,0.00%,0,0,0,0,0,0,0,0
President and Vice President,0826,154,89,243,342,71.05%,146,90,4,2,0,0,0,0
President and Vice President,0827,170,186,356,997,35.71%,139,205,2,2,0,0,0,0
President and Vice President,0828,1078,343,1421,1875,75.79%,1168,222,20,2,0,0,0,0
President and Vice President,0829,107,56,163,266,61.28%,33,128,1,0,0,0,0,0
President and Vice President,0830,0,0,0,1,0.00%,0,0,0,0,0,0,0,0
President and Vice President,0831,0,0,0,0,0.00%,0,0,0,0,0,0,0,0
President and Vice President,0832,109,46,155,351,44.16%,44,106,0,0,0,0,0,0
President and Vice President,0833,8,1,9,20,45.00%,0,9,0,0,0,0,0,0
President and Vice President,0834,0,0,0,0,0.00%,0,0,0,0,0,0,0,0
President and Vice President,0835,87,53,140,292,47.95%,36,96,2,0,0,0,0,0
President and Vice President,0836,8,3,11,19,57.89%,0,10,0,1,0,0,0,0
President and Vice President,0837,1,0,1,0,0.00%,1,0,0,0,0,0,0,0
President and Vice President,0838,0,0,0,0,0.00%,0,0,0,0,0,0,0,0
President and Vice President,0839,355,240,595,1122,53.03%,113,464,7,3,0,0,0,0
President and Vice President,0840,712,251,963,1621,59.41%,324,617,5,1,0,0,0,0
President and Vice President,0841,0,2,2,0,0.00%,0,2,0,0,0,0,0,0
President and Vice President,0842,989,715,1704,3091,55.13%,772,878,20,5,0,0,0,0
President and Vice President,0843,0,2,2,0,0.00%,0,2,0,0,0,0,0,0
President and Vice President,0844,2,4,6,1,3,46.1,5%,1,5,0,0,0,0,0,0
President and Vice President,0845,86,10,96,100,96.00%,61,32,1,0,0,0,0,0
President and Vice President,0846,70,29,99,210,47.14%,4,93,0,1,0,0,0,0
President and Vice President,0847,799,321,1120,1804,62.08%,296,801,5,5,0,0,0,0
President and Vice President,0848,783,431,1214,1873,64.82%,383,813,6,5,0,0,0,0
President and Vice President,0849,553,514,1067,2073,51.47%,368,666,4,6,0,0,0,0
President and Vice President,0850,87,38,125,205,60.98%,48,75,2,0,0,0,0,0
President and Vice President,0851,2194,816,3010,4317,69.72%,1982,949,29,10,0,0,0,0
President and Vice President,0852,0,4,4,2,200.00%,0,4,0,0,0,0,0,0
President and Vice President,0853,1415,605,2020,2773,72.85%,1556,428,15,3,0,0,0,0
President and Vice President,0854,41,30,71,175,40.57%,6,64,0,0,0,0,0,0
President and Vice President,0855,4,13,17,18,94.44%,9,7,0,0,0,0,0,0
President and Vice President,0856,0,4,4,0,0.00%,1,3,0,0,0,0,0,0
President and Vice President,0857,0,0,0,1,0.00%,0,0,0,0,0,0,0,0
President and Vice President,0858,132,18,150,372,40.32%,3,143,0,0,0,0,0,0
President and Vice President,0859,309,201,510,860,59.30%,104,400,2,1,0,0,0,0
President and Vice President,0860,0,1,1,0,0.00%,1,0,0,0,0,0,0,0
President and Vice President,0861,705,319,1024,1786,57.33%,181,816,4,1,0,0,0,0
President and Vice President,0862,0,0,0,0,0.00%,0,0,0,0,0,0,0,0
President and Vice President,0863,210,69,279,620,45.00%,10,266,0,0,0,0,0,0
President and Vice President,0864,497,609,1106,2464,44.89%,275,794,8,5,0,0,0,0
President and Vice President,0865,9,2,11,23,47.83%,0,11,0,0,0,0,0,0
President and Vice President,0866,0,0,0,0,0.00%,0,0,0,0,0,0,0,0
President and Vice President,0867,0,0,0,0,0.00%,0,0,0,0,0,0,0,0
President and Vice President,0868,573,586,1159,2292,50.57%,353,770,10,4,0,0,0,0
President and Vice President,0869,153,76,229,473,48.41%,33,191,3,0,0,0,0,0
President and Vice President,0870,0,0,0,0,0.00%,0,0,0,0,0,0,0,0
President and Vice President,0871,3,0,3,4,75.00%,0,3,0,0,0,0,0,0
President and Vice President,0872,13,5,18,66,27.27%,10,7,0,0,0,0,0,0
President and Vice President,0873,253,125,378,701,53.92%,90,284,1,0,0,0,0,0
President and Vice President,0874,1535,748,2283,3107,73.48%,1740,489,20,5,0,0,0,0
President and Vice President,0875,1722,927,2649,4031,65.72%,1246,1325,23,8,0,0,0,0
President and Vice President,0876,1632,639,2271,3013,75.37%,1635,600,13,2,0,0,0,0
President and Vice President,0877,1032,642,1674,2480,67.50%,691,950,12,8,0,0,0,0
President and Vice President,0878,853,350,1203,1641,73.31%,1018,157,13,4,0,0,0,0
President and Vice President,0879,892,527,1419,2334,60.80%,657,722,13,4,0,0,0,0
President and Vice President,0880,1071,472,1543,2007,76.88%,1176,329,11,4,0,0,0,0
President and Vice President,0881,1512,877,2389,3619,66.01%,758,1584,14,6,0,0,0,0
President and Vice President,0882,941,457,1398,2328,60.05%,777,587,13,3,0,0,0,0
President and Vice President,0883,1920,1042,2962,4651,63.69%,516,2397,10,5,0,0,0,0
President and Vice President,0884,119,37,156,330,47.27%,23,128,0,0,0,0,0,0
President and Vice President,0885,1223,541,1764,2466,71.53%,1053,674,15,5,0,0,0,0
President and Vice President,0886,302,154,456,713,63.96%,237,197,10,4,0,0,0,0
President and Vice President,0887,143,83,226,313,72.20%,131,86,8,0,0,0,0,0
President and Vice President,0888,0,0,0,0,0.00%,0,0,0,0,0,0,0,0
President and Vice President,0889,22,0,22,61,36.07%,12,9,0,0,0,0,0,0
President and Vice President,0890,326,118,444,994,44.67%,172,258,6,2,0,0,0,0
President and Vice President,0891,545,392,937,1413,66.31%,384,526,10,8,0,0,0,0
President and Vice President,0892,195,130,325,696,46.70%,94,221,3,1,0,0,0,0
President and Vice President,0893,1,0,1,5,20.00%,0,1,0,0,0,0,0,0
President and Vice President,0894,0,31,31,0,0.00%,7,22,1,0,0,0,0,0
President and Vice President,0895,340,325,665,784,84.82%,294,351,7,9,0,0,0,0
President and Vice President,0896,677,303,980,1437,68.20%,387,561,16,8,0,1,0,0
President and Vice President,0897,742,375,1117,1624,68.78%,609,478,13,1,0,0,0,0
President and Vice President,0898,0,0,0,2,0.00%,0,0,0,0,0,0,0,0
President and Vice President,0899,4,0,4,8,50.00%,0,4,0,0,0,0,0,0
President and Vice President,0900,5,0,5,12,41.67%,1,4,0,0,0,0,0,0
President and Vice President,0901,0,0,0,0,0.00%,0,0,0,0,0,0,0,0
President and Vice President,0902,868,621,1489,2065,72.11%,869,576,25,5,0,0,0,0
President and Vice President,0903,10,1,11,41,26.83%,7,4,0,0,0,0,0,0
President and Vice President,0904,0,1,1,1,100.00%,0,1,0,0,0,0,0,0
President and Vice President,0905,290,158,458,908,50.44%,186,260,5,1,0,0,0,0
President and Vice President,0906,12,6,18,26,69.23%,9,9,0,0,0,0,0,0
President and Vice President,0907,61,43,104,134,77.61%,21,81,0,0,0,0,0,0
President and Vice President,0908,0,0,0,0,0.00%,0,0,0,0,0,0,0,0
President and Vice President,0909,5,7,1,2,1,9,63.1,6%,6,5,0,0,0,0,0,0
President and Vice President,0910,55,34,89,226,39.38%,37,48,1,0,0,0,0,0
President and Vice President,0911,227,79,306,570,53.68%,208,90,3,1,0,0,0,0
President and Vice President,0912,677,221,898,1235,72.71%,572,309,9,3,0,0,0,0
President and Vice President,0913,0,0,0,0,0.00%,0,0,0,0,0,0,0,0
President and Vice President,0914,173,67,240,221,108.60%,192,44,3,1,0,0,0,0
President and Vice President,0915,0,0,0,0,0.00%,0,0,0,0,0,0,0,0
President and Vice President,0916,505,182,787,1045,75.31%,650,124,5,0,0,0,0,0
President and Vice President,0917,283,137,420,481,87.32%,305,101,7,3,0,0,0,0
President and Vice President,0918,489,135,624,883,70.67%,500,115,4,2,0,0,0,0
President and Vice President,0919,0,3,3,3,100.00%,2,1,0,0,0,0,0,0
President and Vice President,0920,6,0,6,13,46.15%,6,0,0,0,0,0,0,0
President and Vice President,0921,71,9,80,87,91.95%,62,17,0,0,0,0,0,0
President and Vice President,0922,0,2,2,0,0.00%,1,1,0,0,0,0,0,0
President and Vice President,0923,666,87,753,826,91.16%,572,175,3,0,0,0,0,0
President and Vice President,0924,0,0,0,0,0.00%,0,0,0,0,0,0,0,0
President and Vice President,0925,0,0,0,0,0.00%,0,0,0,0,0,0,0,0
President and Vice President,0926,351,1,20,481,621,77.46%,364,107,5,0,0,0,0,0
President and Vice President,0927,84,74,158,262,60.31%,80,72,4,0,0,0,0,0
President and Vice President,0928,4,2,6,9,66.67%,0,6,0,0,0,0,0,0
President and Vice President,0929,0,0,0,0,0.00%,0,0,0,0,0,0,0,0
President and Vice President,0930,200,77,277,567,48.85%,4,268,0,1,0,0,0,0
President and Vice President,0931,48,53,101,122,82.79%,58,42,1,0,0,0,0,0
President and Vice President,0932,0,5,5,0,0.00%,1,4,0,0,0,0,0,0
President and Vice President,0933,235,121,357,566,63.07%,91,257,3,3,0,0,0,0
President and Vice President,0934,12,1,13,41,31.71%,5,8,0,0,0,0,0,0
President and Vice President,0935,8,17,25,65,38.46%,11,14,0,0,0,0,0,0
President and Vice President,0936,12,10,22,70,31.43%,7,14,0,0,0,0,0,0
President and Vice President,0937,0,0,0,0,0.00%,0,0,0,0,0,0,0,0
President and Vice President,0938,73,14,87,256,33.98%,27,56,3,0,0,0,0,0
President and Vice President,0939,1,0,1,1,100.00%,0,1,0,0,0,0,0,0
President and Vice President,0940,1,0,1,13,7.69%,0,1,0,0,0,0,0,0
President and Vice President,0941,13,9,22,25,88.00%,21,1,0,0,0,0,0,0
President and Vice President,0942,68,24,92,159,57.86%,76,14,1,0,0,0,0,0
President and Vice President,0943,299,63,362,536,67.54%,279,79,0,1,0,0,0,0
President and Vice President,0944,30,6,36,39,92.31%,32,4,0,0,0,0,0,0
President and Vice President,0945,4,7,11,16,68.75%,0,11,0,0,0,0,0,0
President and Vice President,0946,3,3,6,14,42.86%,0,6,0,0,0,0,0,0
President and Vice President,0947,321,292,613,822,74.57%,327,266,9,6,0,0,0,0
President and Vice President,0948,0,0,0,0,0.00%,0,0,0,0,0,0,0,0
President and Vice President,0949,59,37,96,201,47.76%,45,48,2,0,0,0,0,0
President and Vice President,0950,0,0,0,0,0.00%,0,0,0,0,0,0,0,0
President and Vice President,0951,79,44,123,218,56.42%,27,94,0,0,0,0,0,0
President and Vice President,0952,24,16,40,70,57.14%,23,16,1,0,0,0,0,0
President and Vice President,0953,59,52,111,420,28.43%,8,104,0,0,0,0,0,0
President and Vice President,0954,0,0,0,0,0.00%,0,0,0,0,0,0,0,0
President and Vice President,0955,5,20,25,18,138.89%,15,9,0,1,0,0,0,0
President and Vice President,0958,5,2,7,12,58.33%,4,3,0,0,0,0,0,0
President and Vice President,0957,281,115,378,551,88.24%,80,312,0,0,0,0,0,0
President and Vice President,0958,289,288,555,989,58.12%,125,418,3,0,0,0,0,0
President and Vice President,0959,0,4,4,0,0.00%,0,4,0,0,0,0,0,0
President and Vice President,0980,384,143,507,588,88.52%,130,388,5,2,0,0,0,0
President and Vice President,0981,23,11,34,53,84.15%,7,27,0,0,0,0,0,0
President and Vice President,0982,24,13,37,73,50.88%,7,28,2,0,0,0,0,0
President and Vice President,0983,130,89,199,353,58.37%,114,75,5,1,0,0,0,0
President and Vice President,0984,951,447,1398,1571,88.99%,858,517,9,4,0,0,0,0
President and Vice President,0985,93,27,120,355,33.80%,79,38,3,0,0,0,0,0
President and Vice President,0988,305,180,485,1073,43.34%,134,323,5,0,0,0,0,0
President and Vice President,0987,48,15,83,98,84.29%,28,37,0,0,0,0,0,0
President and Vice President,0988,243,83,328,517,83.08%,59,282,1,1,0,0,0,0
President and Vice President,0989,335,82,417,584,71.40%,1,411,0,0,0,0,0,0
President and Vice President,0970,212,78,288,704,40.91%,29,255,0,0,0,0,0,0
President and Vice President,0971,27,21,48,129,37.21%,1,48,0,0,0,0,0,0
President and Vice President,0972,10,7,17,29,58.82%,12,5,0,0,0,0,0,0
President and Vice President,0973,49,24,73,107,88.22%,42,28,2,2,0,0,0,0
President and Vice President,0974,101,71,172,299,57.53%,114,58,2,0,0,0,0,0
President and Vice President,0975,72,41,113,170,88.47%,52,59,0,1,0,0,0,0
President and Vice President,0978,159,131,290,884,42.40%,183,99,1,2,0,0,0,0
President and Vice President,0977,105,83,188,535,35.14%,72,112,0,1,0,0,0,0
President and Vice President,0978,201,102,303,508,59.88%,55,242,2,2,0,0,0,0
President and Vice President,0979,56,11,28,42.31%,11,0,0,0,0,0,0,0
President and Vice President,0980,598,358,952,1323,71.98%,709,222,10,0,0,0,0,0
President and Vice President,0981,0,0,0,0,0.00%,0,0,0,0,0,0,0,0
President and Vice President,0982,535,218,753,1021,73.75%,599,135,8,4,0,0,0,0
President and Vice President,0983,42,28,70,185,42.42%,39,29,1,1,0,0,0,0
President and Vice President,0984,43,49,92,198,48.48%,8,88,0,0,0,0,0,0
President and Vice President,0985,172,87,239,338,71.13%,122,110,4,1,0,0,0,0
President and Vice President,0988,129,88,215,404,53.22%,21,191,1,0,0,0,0,0
President and Vice President,0987,465,191,656,1138,57.64%,56,586,3,0,0,0,0,0
