Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Louis Guthrie,DEM Adrian Garcia,GRN Remington Alessi,Totals
Sheriff,0769,117,5,122,161,75.78%,4,113,1,118
Sheriff,0770,58,48,106,262,40.46%,36,66,0,102
Sheriff,0771,701,537,1238,2378,52.06%,569,584,28,1181
Sheriff,0772,2927,1002,3929,5617,69.95%,2752,1025,42,3819
Sheriff,0773,892,550,1442,2648,54.46%,318,1041,14,1373
Sheriff,0774,116,74,190,301,63.12%,43,142,1,186
Sheriff,0775,33,1,34,83,40.96%,1,32,0,33
Sheriff,0776,1113,741,1854,2855,64.94%,993,773,43,1809
Sheriff,0777,83,123,206,642,32.09%,39,161,2,202
Sheriff,0778,0,0,0,0,0.00%,0,0,0,0
Sheriff,0779,295,221,516,1146,45.03%,135,353,4,492
Sheriff,0780,136,114,250,579,43.18%,102,132,5,239
Sheriff,0781,1152,655,1807,3716,48.63%,606,1050,24,1680
Sheriff,0782,851,532,1383,2188,63.21%,779,519,31,1329
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Louis Guthrie,DEM Adrian Garcia,GRN Remington Alessi,Totals
Sheriff,0783,103,43,146,265,55.09%,74,63,2,139
Sheriff,0784,428,156,584,1071,54.53%,5,559,2,566
Sheriff,0785,66,55,121,310,39.03%,55,63,1,119
Sheriff,0786,193,277,470,1297,36.24%,118,324,9,451
Sheriff,0787,154,76,230,487,47.23%,63,160,1,224
Sheriff,0788,156,58,214,481,44.49%,58,141,7,206
Sheriff,0789,3,1,4,4,100.00%,0,2,2,4
Sheriff,0790,1,0,1,4,25.00%,0,1,0,1
Sheriff,0791,0,0,0,0,0.00%,0,0,0,0
Sheriff,0792,549,409,958,1834,52.24%,172,742,11,925
Sheriff,0793,889,338,1227,2437,50.35%,642,525,31,1198
Sheriff,0794,575,484,1059,2602,40.70%,67,947,11,1025
Sheriff,0795,265,255,520,1207,43.08%,125,358,6,489
Sheriff,0796,145,92,237,485,48.87%,99,126,4,229
Sheriff,0797,0,0,0,0,0.00%,0,0,0,0
Sheriff,0798,176,263,439,496,88.51%,116,288,13,417
Sheriff,0799,65,12,77,146,52.74%,14,60,1,75
Sheriff,0800,1188,795,1983,2817,70.39%,1206,676,47,1929
Sheriff,0801,68,55,123,253,48.62%,35,82,2,119
Sheriff,0802,98,58,156,299,52.17%,30,105,16,151
Sheriff,0803,1305,530,1935,2718,71.19%,1325,533,23,1881
Sheriff,0804,1806,960,2766,4348,63.62%,1536,1100,39,2675
Sheriff,0805,1509,529,2038,2812,72.48%,1517,413,42,1972
Sheriff,0806,0,0,0,0,0.00%,0,0,0,0
Sheriff,0807,652,402,1054,2001,52.67%,134,857,26,1017
Sheriff,0808,41,26,67,84,79.76%,28,33,1,62
Sheriff,0809,21,e,27,86,31.40%,7,18,0,25
Sheriff,0810,30,48,78,215,36.28%,14,57,1,72
Sheriff,0811,39,106,145,271,53.51%,15,123,1,139
Sheriff,0812,0,0,0,0,0.00%,0,0,0,0
Sheriff,0813,1967,1258,3225,5423,59.47%,1360,1736,51,3147
Sheriff,0814,1772,955,2727,4503,60.56%,555,2041,36,2632
Sheriff,0815,0,0,0,0,0.00%,0,0,0,0
Sheriff,0816,20,13,33,76,43.42%,5,27,0,32
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Louis Guthrie,DEM Adrian Garcia,GRN Remington Alessi,Totals
Sheriff,0817,0,0,0,0,0.00%,0,0,0,0
Sheriff,0818,134,101,235,527,44.59%,43,180,6,229
Sheriff,0819,97,45,142,238,59.66%,76,47,3,126
Sheriff,0820,0,0,0,0,0.00%,0,0,0,0
Sheriff,0821,354,203,557,1206,46.19%,37,497,8,542
Sheriff,0822,584,282,866,1544,56.09%,21,812,8,841
Sheriff,0823,1849,1015,2864,4710,60.81%,1344,1374,57,2775
Sheriff,0824,984,471,1455,2729,53.32%,256,1131,33,1420
Sheriff,0825,0,0,0,0,0.00%,0,0,0,0
Sheriff,0826,153,89,242,342,70.76%,118,108,3,229
Sheriff,0827,169,186,355,997,35.61%,104,233,4,341
Sheriff,0828,1074,343,1417,1875,75.57%,1048,304,26,1378
Sheriff,0829,107,56,163,266,61.28%,31,124,6,161
Sheriff,0830,0,0,0,1,0.00%,0,0,0,0
Sheriff,0831,0,0,0,0,0.00%,0,0,0,0
Sheriff,0832,109,46,155,351,44.16%,40,110,1,151
Sheriff,0833,8,1,9,20,45.00%,0,8,1,9
Sheriff,0834,0,0,0,0,0.00%,0,0,0,0
Sheriff,0835,87,53,140,292,47.95%,33,101,1,135
Sheriff,0836,8,3,11,19,57.89%,0,9,0,9
Sheriff,0837,0,0,0,0,0.00%,0,0,0,0
Sheriff,0838,0,0,0,0,0.00%,0,0,0,0
Sheriff,0839,353,240,593,1122,52.85%,98,449,18,565
Sheriff,0840,712,251,963,1621,59.41%,288,644,8,940
Sheriff,0841,0,2,2,0,0.00%,0,2,0,2
Sheriff,0842,987,715,1702,3091,55.06%,659,952,37,1648
Sheriff,0843,0,2,2,0,0.00%,0,2,0,2
Sheriff,0844,2,4,6,13,46.15%,1,5,0,6
Sheriff,0845,85,10,95,100,95.00%,55,32,2,89
Sheriff,0846,70,29,99,210,47.14%,3,93,1,97
Sheriff,0847,795,321,1116,1804,61.86%,268,800,16,1084
Sheriff,0848,782,431,1213,1873,64.76%,332,824,22,1178
Sheriff,0849,553,514,1067,2073,51.47%,269,741,18,1028
Sheriff,0850,87,38,125,205,60.98%,38,83,1,122
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Louis Guthrie,DEM Adrian Garcia,GRN Remington Alessi,Totals
Sheriff,0851,2192,816,3008,4317,69.68%,1813,1047,65,2925
Sheriff,0852,0,4,4,2,200.00%,0,4,0,4
Sheriff,0853,1412,605,2017,2773,72.74%,1442,482,34,1958
Sheriff,0854,41,30,71,175,40.57%,2,67,0,69
Sheriff,0855,4,13,17,18,94.44%,8,8,1,17
Sheriff,0856,0,4,4,0,0.00%,1,1,1,3
Sheriff,0857,0,0,0,1,0.00%,0,0,0,0
Sheriff,0858,132,18,150,372,40.32%,4,141,1,146
Sheriff,0859,309,201,510,860,59.30%,86,407,10,503
Sheriff,0860,0,1,1,0,0.00%,1,0,0,1
Sheriff,0861,705,319,1024,1786,57.33%,162,824,16,1002
Sheriff,0862,0,0,0,0,0.00%,0,0,0,0
Sheriff,0863,210,69,279,620,45.00%,10,261,2,273
Sheriff,0864,497,609,1106,2464,44.89%,226,824,19,1069
Sheriff,0865,9,2,11,23,47.83%,0,11,0,11
Sheriff,0866,0,0,0,0,0.00%,0,0,0,0
Sheriff,0867,0,0,0,0,0.00%,0,0,0,0
Sheriff,0868,573,586,1159,2292,50.57%,298,800,22,1120
Sheriff,0869,153,76,229,473,48.41%,29,188,5,222
Sheriff,0870,0,0,0,0,0.00%,0,0,0,0
Sheriff,0871,3,0,3,4,75.00%,0,3,0,3
Sheriff,0872,13,5,18,66,27.27%,8,9,0,17
Sheriff,0873,253,125,378,701,53.92%,83,282,6,371
Sheriff,0874,1534,748,2282,3107,73.45%,1619,580,34,2233
Sheriff,0875,1719,927,2646,4031,65.64%,1105,1420,48,2573
Sheriff,0876,1629,639,2268,3013,75.27%,1513,674,27,2214
Sheriff,0877,1030,542,1672,2480,67.42%,638,965,34,1637
Sheriff,0878,853,350,1203,1641,73.31%,932,210,19,1161
Sheriff,0879,890,527,1417,2334,60.71%,573,778,22,1373
Sheriff,0880,1068,472,1540,2007,76.73%,1082,392,17,1491
Sheriff,0881,1510,877,2387,3619,65.96%,681,1603,36,2320
Sheriff,0882,940,457,1397,2328,60.01%,714,599,39,1352
Sheriff,0883,1918,1042,2960,4651,63.64%,439,2407,42,2888
Sheriff,0884,118,37,155,330,46.97%,19,130,1,150
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Louis Guthrie,DEM Adrian Garcia,GRN Remington Alessi,Totals
Sheriff,0885,1222,541,1763,2466,71.49%,971,720,19,1710
Sheriff,0886,301,154,455,713,63.81%,198,212,17,427
Sheriff,0887,138,83,221,313,70.61%,118,78,6,202
Sheriff,0888,0,0,0,0,0.00%,0,0,0,0
Sheriff,0889,22,0,22,61,36.07%,12,9,0,21
Sheriff,0890,319,118,437,994,43.96%,143,258,13,414
Sheriff,0891,539,392,931,1413,65.89%,330,529,31,890
Sheriff,0892,193,130,323,696,46.41%,78,213,13,304
Sheriff,0893,1,0,1,5,20.00%,0,1,0,1
Sheriff,0894,0,31,31,0,0.00%,7,18,3,28
Sheriff,0895,335,325,660,784,84.18%,236,366,19,621
Sheriff,0896,670,303,973,1437,67.71%,343,536,36,915
Sheriff,0897,742,375,1117,1624,68.78%,570,482,30,1082
Sheriff,0898,0,0,0,2,0.00%,0,0,0,0
Sheriff,0899,4,0,4,8,50.00%,1,3,0,4
Sheriff,0900,5,0,5,12,41.67%,1,4,0,5
Sheriff,0901,0,0,0,0,0.00%,0,0,0,0
Sheriff,0902,865,621,1486,2065,71.96%,777,602,41,1420
Sheriff,0903,10,1,11,41,26.83%,5,5,0,10
Sheriff,0904,0,1,1,1,100.00%,0,1,0,1
Sheriff,0905,290,158,458,908,50.44%,127,305,4,436
Sheriff,0906,12,6,18,26,69.23%,8,10,0,18
Sheriff,0907,60,43,103,134,76.87%,18,81,3,102
Sheriff,0908,0,0,0,0,0.00%,0,0,0,0
Sheriff,0909,5,7,12,19,63.16%,6,6,0,12
Sheriff,0910,55,34,89,226,39.38%,25,62,1,88
Sheriff,0911,227,79,306,570,53.68%,195,97,4,296
Sheriff,0912,675,221,896,1235,72.55%,511,324,18,853
Sheriff,0913,0,0,0,0,0.00%,0,0,0,0
Sheriff,0914,169,67,236,221,106.79%,180,42,2,224
Sheriff,0915,0,0,0,0,0.00%,0,0,0,0
Sheriff,0916,504,182,786,1045,75.22%,614,138,7,759
Sheriff,0917,280,137,417,481,86.69%,265,132,6,403
Sheriff,0918,489,135,624,883,70.67%,448,142,8,598
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Louis Guthrie,DEM Adrian Garcia,GRN Remington Alessi,Totals
Sheriff,0919,0,3,3,3,100.00%,0,3,0,3
Sheriff,0920,6,0,6,13,46.15%,6,0,0,6
Sheriff,0921,71,9,80,87,91.95%,55,24,1,80
Sheriff,0922,0,2,2,0,0.00%,1,1,0,2
Sheriff,0923,663,87,750,826,90.80%,539,184,5,728
Sheriff,0924,0,0,0,0,0.00%,0,0,0,0
Sheriff,0925,0,0,0,0,0.00%,0,0,0,0
Sheriff,0926,351,1,20,481,621,77.46%,337,127,6,470
Sheriff,0927,84,74,158,262,60.31%,67,85,1,153
Sheriff,0928,4,2,6,9,66.67%,0,6,0,6
Sheriff,0929,0,0,0,0,0.00%,0,0,0,0
Sheriff,0930,200,77,277,567,48.85%,4,265,3,272
Sheriff,0931,48,53,101,122,82.79%,43,50,1,94
Sheriff,0932,0,5,5,0,0.00%,1,4,0,5
Sheriff,0933,233,1,21,354,566,62.54%,86,248,9,343
Sheriff,0934,12,1,13,41,31.71%,4,9,0,13
Sheriff,0935,8,17,25,65,38.46%,12,12,0,24
Sheriff,0936,12,10,22,70,31.43%,7,15,0,22
Sheriff,0937,0,0,0,0,0.00%,0,0,0,0
Sheriff,0938,73,14,87,256,33.98%,27,58,1,86
Sheriff,0939,1,0,1,1,100.00%,0,1,0,1
Sheriff,0940,1,0,1,13,7.69%,0,1,0,1
Sheriff,0941,13,9,22,25,88.00%,18,4,0,22
Sheriff,0942,68,24,92,159,57.86%,65,23,1,89
Sheriff,0943,296,63,359,536,66.98%,234,98,2,334
Sheriff,0944,30,6,36,39,92.31%,25,8,0,33
Sheriff,0945,4,7,11,16,68.75%,0,11,0,11
Sheriff,0946,3,3,6,14,42.86%,0,4,0,4
Sheriff,0947,320,292,612,822,74.45%,280,272,18,570
Sheriff,0948,0,0,0,0,0.00%,0,0,0,0
Sheriff,0949,59,37,96,201,47.76%,36,48,7,91
Sheriff,0950,0,0,0,0,0.00%,0,0,0,0
Sheriff,0951,79,44,123,218,56.42%,21,98,1,120
Sheriff,0952,24,16,40,70,57.14%,22,15,1,38
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Louis Guthrie,DEM Adrian Garcia,GRN Remington Alessi,Totals
Sheriff,0953,59,52,111,420,26.43%,5,100,3,108
Sheriff,0954,0,0,0,0,0.00%,0,0,0,0
Sheriff,0955,5,20,25,18,138.89%,13,9,2,24
Sheriff,0956,5,2,7,12,58.33%,4,3,0,7
Sheriff,0957,261,115,376,551,68.24%,48,318,1,367
Sheriff,0958,289,266,555,989,56.12%,102,429,4,535
Sheriff,0959,0,4,4,0,0.00%,0,4,0,4
Sheriff,0960,362,143,505,586,86.18%,119,368,7,494
Sheriff,0961,23,11,34,53,64.15%,6,28,0,34
Sheriff,0962,24,13,37,73,50.68%,7,27,1,35
Sheriff,0963,129,69,198,353,56.09%,101,85,3,189
Sheriff,0964,945,447,1392,1571,88.61%,789,558,17,1364
Sheriff,0965,93,27,120,355,33.80%,73,38,5,116
Sheriff,0966,305,160,465,1073,43.34%,127,312,8,447
Sheriff,0967,48,15,63,98,64.29%,25,35,1,61
Sheriff,0968,243,83,326,517,63.06%,53,262,4,319
Sheriff,0969,335,82,417,584,71.40%,0,400,2,402
Sheriff,0970,212,76,288,704,40.91%,28,240,1,269
Sheriff,0971,27,21,48,129,37.21%,1,45,2,48
Sheriff,0972,10,7,17,29,58.62%,11,6,0,17
Sheriff,0973,49,24,73,107,68.22%,37,31,4,72
Sheriff,0974,100,71,171,299,57.19%,101,63,4,168
Sheriff,0975,72,41,113,170,66.47%,48,59,2,109
Sheriff,0976,159,131,290,684,42.40%,155,120,3,278
Sheriff,0977,104,83,187,535,34.95%,57,120,3,180
Sheriff,0978,201,102,303,506,59.88%,42,245,9,296
Sheriff,0979,5,e,11,26,42.31%,9,2,0,11
Sheriff,0980,595,356,951,1323,71.88%,637,260,12,909
Sheriff,0981,0,0,0,0,0.00%,0,0,0,0
Sheriff,0982,534,218,752,1021,73.65%,545,165,15,725
Sheriff,0983,41,28,69,165,41.82%,36,28,2,66
Sheriff,0984,43,49,92,198,46.46%,6,82,1,89
Sheriff,0985,172,67,239,336,71.13%,104,121,4,229
Sheriff,0986,129,86,215,404,53.22%,19,181,3,203
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Louis Guthrie,DEM Adrian Garcia,GRN Remington Alessi,Totals
Sheriff,0987,465,191,656,1138,57.64%,43,593,7,643
Sheriff,0988,44,21,65,111,58.56%,51,12,0,63
Sheriff,0989,18,8,26,36,72.22%,10,15,0,25
Sheriff,0990,37,15,52,154,33.77%,11,38,0,49
Sheriff,0991,0,0,0,1,0.00%,0,0,0,0
Sheriff,0992,309,202,511,1015,50.34%,262,226,11,499
Sheriff,0993,272,91,363,551,65.88%,264,73,6,343
Sheriff,0994,6,5,11,8,137.50%,3,8,0,11
Sheriff,0995,596,190,786,1269,61.94%,35,715,10,760
Sheriff,0996,297,125,422,699,60.37%,220,179,9,408
Sheriff,0997,429,328,757,1439,52.61%,118,614,15,747
Sheriff,0998,15,9,24,35,68.57%,17,6,0,23
Sheriff,0999,30,16,46,65,70.77%,37,8,0,45
Sheriff,1000,105,0,105,458,22.93%,16,82,0,98
Sheriff,1001,496,294,790,1566,50.45%,138,607,13,758
Sheriff,1002,464,314,778,1738,44.76%,78,659,13,750
Sheriff,1003,0,0,0,1,0.00%,0,0,0,0
Sheriff,1004,224,153,377,656,57.47%,172,157,23,352
Sheriff,1005,0,0,0,0,0.00%,0,0,0,0
Sheriff,1006,3,0,3,5,60.00%,3,0,0,3
Sheriff,1007,555,295,850,1371,62.00%,182,633,9,824
Sheriff,1008,86,21,107,150,71.33%,77,25,2,104
Sheriff,1009,3,1,4,8,50.00%,1,3,0,4
Sheriff,1010,124,74,198,317,62.46%,26,162,5,193
Sheriff,1011,12,3,15,29,51.72%,5,8,1,14
Sheriff,1012,395,318,713,1235,57.73%,160,525,9,694
Sheriff,1013,8,14,22,60,36.67%,14,8,0,22
Sheriff,1014,9,7,16,36,44.44%,3,12,1,16
Sheriff,1015,11,7,18,29,62.07%,4,13,0,17
Sheriff,1016,591,364,955,1626,58.73%,386,504,26,916
Sheriff,1017,127,50,177,232,76.29%,46,125,2,173
Sheriff,1018,209,92,301,468,64.32%,132,160,4,296
Sheriff,1019,426,4,430,1518,28.33%,13,396,3,412
Sheriff,1020,0,0,0,1,0.00%,0,0,0,0
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Louis Guthrie,DEM Adrian Garcia,GRN Remington Alessi,Totals
Sheriff,1021,1,0,1,2,50.00%,0,1,0,1
Sheriff,1022,190,30,220,426,51.64%,158,61,0,219
Sheriff,1023,894,401,1295,1964,65.94%,777,449,23,1249
Sheriff,1024,113,77,190,259,73.36%,88,89,3,180
Sheriff,1025,4,0,4,18,22.22%,1,3,0,4
Sheriff,1026,0,0,0,0,0.00%,0,0,0,0
Sheriff,1027,0,1,1,1,100.00%,1,0,0,1
Sheriff,1028,0,1,1,0,0.00%,0,1,0,1
Sheriff,1029,1021,641,1662,1802,92.23%,1242,327,17,1586
Sheriff,1030,397,105,502,655,76.64%,415,68,6,489
Sheriff,1031,3,3,6,6,100.00%,5,1,0,6
Sheriff,1032,59,80,139,241,57.68%,91,43,0,134
Sheriff,1033,0,0,0,0,0.00%,0,0,0,0
Sheriff,1034,0,0,0,1,0.00%,0,0,0,0
Sheriff,1035,24,13,37,139,26.62%,2,34,0,36
Sheriff,1036,144,46,190,433,43.88%,139,39,4,182
Sheriff,1037,27,16,43,73,58.90%,20,19,1,40
Sheriff,1038,133,43,176,266,66.17%,10,160,2,172
Sheriff,1039,3,5,8,20,40.00%,1,7,0,8
Sheriff,1040,192,146,338,607,55.68%,166,144,13,323
Sheriff,1041,0,0,0,0,0.00%,0,0,0,0
Sheriff,1042,227,50,277,498,55.62%,74,197,3,274
Sheriff,1043,12,2,14,31,45.16%,3,11,0,14
Sheriff,1044,29,5,34,59,57.63%,7,26,1,34
Sheriff,1045,611,321,932,1439,64.77%,117,778,14,909
Sheriff,1046,19,18,37,54,68.52%,4,32,1,37
Sheriff,1047,553,288,851,1242,68.52%,229,583,17,829
Sheriff,1048,3,1,4,18,22.22%,2,2,0,4
Sheriff,1049,57,71,128,266,48.12%,31,92,3,126
Sheriff,1050,148,153,301,506,59.49%,57,232,1,290
Sheriff,1,051,0,1,2,1,2,0,0.00%,7,5,0,1,2
Sheriff,1052,0,2,2,0,0.00%,0,1,0,1
Sheriff,1053,0,0,0,0,0.00%,0,0,0,0
Sheriff,1054,0,0,0,1,0.00%,0,0,0,0
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Louis Guthrie,DEM Adrian Garcia,GRN Remington Alessi,Totals
Sheriff,1055,0,0,0,0,0.00%,0,0,0,0
Sheriff,1056,4,0,4,6,66.67%,0,4,0,4
Sheriff,1057,34,7,41,115,35.65%,1,36,2,39
Sheriff,1058,540,246,786,1190,66.05%,111,648,9,768
Sheriff,1059,7,3,10,23,43.48%,0,10,0,10
Sheriff,1060,13,4,17,49,34.69%,8,9,0,17
Sheriff,1061,665,300,965,1613,59.83%,469,443,25,937
Sheriff,1062,59,25,85,168,50.60%,20,61,0,81
Sheriff,1063,226,63,289,792,36.49%,25,251,7,283
Sheriff,1064,45,1,46,120,38.33%,33,13,0,46
Sheriff,Totals:,774640,427100,1201740,1942566,,523309,613103,21406,1157818
